id,semantic_compare
19334,[]
19341,"['ERROR', 'ERROR', 'equivalent']"
19366,['equivalent']
19472,"['equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'ERROR']"
21328,"['equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 's2_refines_s1', 'ERROR', 'ERROR', 'incomparable', 'equivalent']"
20225,[]
19484,"['ERROR', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'unknown', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 's1_refines_s2', 'incomparable', 'incomparable']"
19507,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19528,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR']"
20226,[]
19613,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'incomparable', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'ERROR', 'ERROR', 'incomparable', 'unknown', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'unknown', 'equivalent', 'incomparable', 'equivalent', 'equivalent', 'equivalent']"
19638,"['ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19643,"['incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19657,"['equivalent', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19684,"['s1_refines_s2', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'incomparable', 'incomparable', 'incomparable', 'ERROR']"
19686,"['s1_refines_s2', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'incomparable', 'incomparable', 'incomparable', 'ERROR']"
19740,"['equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'incomparable', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'equivalent', 's2_refines_s1', 'unknown', 'unknown', 'unknown', 'equivalent', 'unknown', 'equivalent', 'incomparable', 'equivalent', 'incomparable', 'equivalent', 'ERROR', 'ERROR']"
19754,"['ERROR', 'ERROR', 'ERROR', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR']"
19883,"['s2_refines_s1', 'equivalent', 'unknown', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'unknown', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR']"
19769,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19777,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR']"
19783,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'unknown', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'unknown', 'incomparable']"
19975,['equivalent']
19970,"['ERROR', 'ERROR']"
19851,"['ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 's1_refines_s2', 'incomparable', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'unknown', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'incomparable', 'unknown', 'incomparable', 'unknown', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR']"
19907,"['equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'unknown', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'unknown', 'unknown', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'unknown', 'incomparable', 'incomparable', 'incomparable']"
19877,['ERROR']
19896,['ERROR']
19920,"['equivalent', 'incomparable', 'incomparable', 's1_refines_s2', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'incomparable', 's2_refines_s1', 'incomparable']"
19939,"['ERROR', 'ERROR']"
49665,['equivalent']
19954,"['equivalent', 'incomparable', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'unknown', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 'unknown', 'incomparable']"
19983,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
19986,['ERROR']
19996,"['ERROR', 'ERROR']"
19993,"['incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR']"
20001,['ERROR']
20032,['equivalent']
20023,['ERROR']
20011,['ERROR']
20013,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']"
20022,"['equivalent', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
20043,"['incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20045,[]
20049,[]
20058,[]
20065,"['ERROR', 'ERROR']"
20077,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'unknown', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20112,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR']"
20117,['ERROR']
20120,"['ERROR', 'ERROR']"
20122,"['ERROR', 'ERROR']"
20125,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']"
20128,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'unknown']"
20138,"['incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'incomparable']"
20143,"['incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'equivalent', 'incomparable', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20155,"['incomparable', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 's1_refines_s2', 'incomparable', 's1_refines_s2', 's2_refines_s1', 'equivalent', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'unknown', 'unknown', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'unknown', 'unknown', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'incomparable', 'equivalent']"
20167,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20172,"['equivalent', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'unknown', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'unknown', 'incomparable']"
20175,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'unknown']"
20181,"['ERROR', 'ERROR', 'ERROR', 'equivalent']"
20182,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20200,"['ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20219,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent']"
20257,"['ERROR', 'ERROR', 'ERROR', 'ERROR']"
20287,"['ERROR', 'ERROR']"
20289,"['incomparable', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 'incomparable', 'incomparable', 'incomparable']"
20309,"['equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20546,"['s1_refines_s2', 's2_refines_s1', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20535,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20592,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
20643,"['ERROR', 'ERROR']"
20652,"['s2_refines_s1', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']"
20765,"['ERROR', 'ERROR']"
20840,['incomparable']
20868,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'incomparable']"
20901,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']"
20904,"['equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR']"
20991,"['s2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 'equivalent', 's2_refines_s1', 'incomparable', 's1_refines_s2', 'equivalent', 's2_refines_s1']"
20995,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent']"
21113,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 's2_refines_s1', 'equivalent']"
21552,[]
21125,"['equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR']"
21129,"['equivalent', 's2_refines_s1', 's1_refines_s2']"
21139,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 's2_refines_s1', 'equivalent', 'equivalent']"
21177,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent']"
21186,"['equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 's2_refines_s1']"
21195,"['ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR']"
21197,"['equivalent', 'equivalent', 'ERROR', 'ERROR']"
21217,"['s1_refines_s2', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
21239,"['ERROR', 'ERROR']"
21246,"['ERROR', 'ERROR']"
29186,"['ERROR', 'ERROR', 'ERROR', 'ERROR']"
21272,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 's2_refines_s1', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR']"
21275,"['s1_refines_s2', 'incomparable', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1']"
21315,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable']"
21326,"['s1_refines_s2', 'equivalent', 'ERROR', 'ERROR', 'ERROR']"
21332,"['s1_refines_s2', 'incomparable', 'equivalent', 'incomparable', 'ERROR', 'ERROR']"
21337,"['s2_refines_s1', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'incomparable', 'equivalent', 'ERROR', 'ERROR']"
54356,"['ERROR', 'ERROR', 's2_refines_s1', 'incomparable', 'ERROR']"
21357,[]
21362,"['ERROR', 'ERROR', 'equivalent', 'ERROR']"
21361,"['ERROR', 'ERROR', 'equivalent', 'ERROR']"
21364,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR']"
21372,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
21373,"['ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent']"
21379,[]
21380,[]
21389,"['incomparable', 'unknown', 'unknown', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent']"
21418,"['ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
21438,"['ERROR', 'ERROR', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 's2_refines_s1', 'equivalent']"
67174,[]
22632,[]
67169,[]
67039,[]
67175,[]
22661,[]
67176,[]
55027,"['incomparable', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
67634,"['incomparable', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'incomparable']"
56189,"['incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
55195,"['incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
58064,[]
22655,[]
22659,[]
56229,"['s2_refines_s1', 's1_refines_s2', 'incomparable']"
21488,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
21867,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
22008,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
67170,[]
22262,"['incomparable', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable']"
67177,[]
21523,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
67040,[]
21861,"['incomparable', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
55769,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
56657,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
22673,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'equivalent']"
22171,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
67493,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
21492,"['ERROR', 'ERROR', 'ERROR']"
21877,[]
22451,"['incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable']"
67741,[]
22656,[]
67627,[]
67172,[]
21527,"['equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 'equivalent', 'equivalent']"
21572,"['ERROR', 'ERROR']"
21648,"['equivalent', 'equivalent', 'equivalent', 'incomparable', 'incomparable', 'incomparable', 'equivalent', 'incomparable', 'incomparable', 'equivalent']"
22654,[]
67173,[]
21733,"['ERROR', 'ERROR', 's1_refines_s2', 's2_refines_s1', 'equivalent', 'incomparable']"
21727,['equivalent']
21736,"['ERROR', 'ERROR']"
21737,"['ERROR', 'ERROR', 'equivalent', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 's2_refines_s1', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's2_refines_s1', 's1_refines_s2', 'equivalent', 's2_refines_s1', 's1_refines_s2', 's2_refines_s1']"
21741,"['ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 's2_refines_s1', 'equivalent', 's2_refines_s1', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 's1_refines_s2', 'equivalent', 's2_refines_s1', 'equivalent', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 's2_refines_s1', 's2_refines_s1', 'incomparable', 'incomparable', 's2_refines_s1', 'ERROR', 'ERROR', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'equivalent', 's2_refines_s1', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'equivalent', 'ERROR', 'ERROR', 'ERROR', 'ERROR']"
21765,"['s2_refines_s1', 'equivalent', 'equivalent', 'equivalent', 's1_refines_s2', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'incomparable', 'incomparable', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'equivalent', 'ERROR', 'ERROR', 'incomparable', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'ERROR', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'incomparable', 'equivalent']"
21770,"['ERROR', 'ERROR', 'incomparable', 'equivalent', 's2_refines_s1', 'equivalent']"
21771,"['ERROR', 'ERROR', 'incomparable', 'equivalent', 's2_refines_s1', 'equivalent']"
21774,"['ERROR', 'ERROR', 'incomparable', 'equivalent', 's2_refines_s1', 'equivalent', 'incomparable']"
21783,['incomparable']
